视频URL,标题,封面地址,播放地址,类别,观看数 (独立用户),点赞数,热度评分,序号
https://www.kuaishou.com/short-video/3xfbztj9sdx8e5g,学了半个月的舞，拿出来不丢人吧,https://p1.a.yximgs.com/upic/2019/10/24/19/BMjAxOTEwMjQxOTU2NTNfOTgxMzAwMjdfMTg4MzYzNTMwNzhfMV8z_Bfa2703b990ced81ea285ba4b30fb66d6.jpg?tag=1-1744604760-xpcwebsearch-0-564uzazite-3b1d0dce17f3b0ba&clien,https://v2-zj-scct.kwaicdn.com/upic/2019/10/24/19/BMjAxOTEwMjQxOTU2NTNfOTgxMzAwMjdfMTg4MzYzNTMwNzhfMV8z_b_B24fbfb407d5d9dbe277a31f37ea19d3a.mp4?tag=1-1744604760-unknown-0-0jmz6ymche-06dc07648c78a009&p,CAT_222,71,29,54.2,8359
https://www.kuaishou.com/short-video/3xrxhbwt3fnu8yq,日常英语口语 英语口语练习打卡 英语日常口语 语言学习 零基础学英语,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xrxhbwt3fnu8yq,CAT_222,71,28,53.8,48446
https://www.kuaishou.com/short-video/3xiuy7q5habzyem,英语口语 英语听力 英语日常口语 语言学习 零基础学英语,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xiuy7q5habzyem,CAT_222,65,37,53.8,48459
https://www.kuaishou.com/short-video/3xdyq4au2wf64rs,@贞青春有你(O3x6e9bsyg92zf3e) 的精彩视频,https://p2.a.yximgs.com/upic/2025/04/12/15/BMjAyNTA0MTIxNTExMDhfNDQ1MjA2NTcwOF8xNjE1NDkxOTY0MjBfMF8z_Bad181bf8a0ef8dda1a74c5d81b576b03.jpg?tag=1-1744604760-xpcwebsearch-0-mm5cv5lcjj-d1480551c0bebf56&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/12/15/BMjAyNTA0MTIxNTExMDhfNDQ1MjA2NTcwOF8xNjE1NDkxOTY0MjBfMF8z_b_B7012da3f0adea5a8a700026e45c98e84.mp4?tag=1-1744604760-unknown-0-pmhioobmke-1be51cd585d232,CAT_222,69,31,53.8,8372
https://www.kuaishou.com/short-video/3x37je2uguqnzkm,把深蹲这个简单的动作练对，已经能够快速提升弹跳，找对方法永远大于盲目努力。,https://p1.a.yximgs.com/upic/2024/12/06/21/BMjAyNDEyMDYyMTE0MThfMzA5NzQ1NTQ3NV8xNTA0ODIwNDMwNTdfMF8z_Bdbad33ae22fed81ffef04a94b73f5f29.jpg?tag=1-1744983438-xpcwebsearch-0-5avfkqzdq3-15105d37ee419fb0&c,https://v2-zj-scct.kwaicdn.com/upic/2024/12/06/21/BMjAyNDEyMDYyMTE0MThfMzA5NzQ1NTQ3NV8xNTA0ODIwNDMwNTdfMF8z_b_B37de2bf5234578ae7588ba2f53171e71.mp4?tag=1-1744983438-unknown-0-uoiekjs1ps-1cb0593ac445d7,CAT_222,64,38,53.6,57639
https://www.kuaishou.com/short-video/3x6b3uxtce8fr5i,深蹲，健身必练的一个动作，当之无愧的动作之王，你做对了吗？,https://p2.a.yximgs.com/upic/2019/05/15/11/BMjAxOTA1MTUxMTUwNTNfMTMzMjg5ODEyN18xMzA4MDI0NjkzMV8xXzM=_B89b1c33cc464beacc3748814778393c8.jpg?tag=1-1744983438-xpcwebsearch-0-maxbqkcpcy-60e01fb13dd75b39&c,https://v2-zj-scct.kwaicdn.com/upic/2019/05/15/11/BMjAxOTA1MTUxMTUwNTNfMTMzMjg5ODEyN18xMzA4MDI0NjkzMV8xXzM=_b_B2c4827430bf90d9ecaa23ca16bd14957.mp4?tag=1-1744983438-unknown-0-2uciol8m06-c2ba78dbe844eb,CAT_222,69,30,53.4,57650
https://www.kuaishou.com/short-video/3xd749ir37wcug9,熬过异地恋，就是一辈子。#治愈系动画 #情侣日常 #异地恋 #熬过异地恋就是一辈子,https://p5.a.yximgs.com/upic/2025/02/23/22/BMjAyNTAyMjMyMjM0MTZfNDMxNzQ0ODE1XzE1NzcxMzgxNjc0Ml8xXzM=_B233ec1733ab0a39e7cc60446ed2f9d93.jpg?tag=1-1744705597-xpcwebsearch-0-xtcv3fdgng-cc37ec705bc38172&c,https://k0u70y5bya0ydzw2408x8656x82fexf001xxdz.djvod.ndcimgs.com/upic/2025/02/23/22/BMjAyNTAyMjMyMjM0MTZfNDMxNzQ0ODE1XzE1NzcxMzgxNjc0Ml8xXzM=_b_Bc361206e8bc5a1804be91ab859fadf24.mp4?tag=1-1744705597-u,CAT_222,68,31,53.2,24987
https://www.kuaishou.com/short-video/3xqvcdizicgzhds,宫崎骏笔下的动漫，很治愈。,https://p1.a.yximgs.com/upic/2025/02/23/23/BMjAyNTAyMjMyMzMzMzlfMTQyOTQ1MjI4NF8xNTc3MTcwMTkxNzhfMV8z_B044edcf313ebcf3226dcb40c4551676d.jpg?tag=1-1744982193-xpcwebsearch-0-f9egaztnpu-42098fc3b4a89ed3&c,https://v1.kwaicdn.com/ksc2/ylgMPOmWH7QUjTjA1OFQoj9YJ6iXeme9mUYG0788FGJSnW_bft7diNLmnP_Cix-L2po19v4Pouy3FAV6jcGdxJBaNPYv5OeMp7PCtogGrdSpvaDte4z7RgnSlR6DtN64BP4LZDAnbKa4iVp3jXsGWhXO7CwXrLmi_2Xbf9Uss1TF,CAT_222,67,32,53.0,53527
https://www.kuaishou.com/short-video/3xcehafakijxhea,#侵袭式回忆 多抱抱你的男友吧 #情侣日常 #治愈系动画 #内容过于真实,https://p5.a.yximgs.com/upic/2025/03/21/23/BMjAyNTAzMjEyMzU5NTdfMjg1NTkzODUyNF8xNTk3ODY0NDE5MzJfMV8z_B99e49597c7a6670bdab5c0c02c5abc37.jpg?tag=1-1744982197-xpcwebsearch-0-popvckwzic-7a60d80dbb239326&c,https://v2.kwaicdn.com/ksc2/BHHN6yMJ6y2ZBAc6oAnFWBy2R-C2WaecAM-xCDylp8mYAP9sU8vbkj0QBnGYS3XYzYqsQbw7PUZTR5gK41sK7IKcK1BVnaIlz9gIq9QtD5gmOdGwBYxiaqH2g76Iqwbe3dn0d4CnwI9dxbjudJMVBMhhr3E0A_AA4m7enGJQ-C9g,CAT_222,69,29,53.0,53547
https://www.kuaishou.com/short-video/3xewftwiqkrw8mm,觉得像谁就艾特谁吧 #情侣日常 #治愈系动画,https://p3.a.yximgs.com/upic/2024/01/18/12/BMjAyNDAxMTgxMjA2MTRfMzg3MDM3MjI2NV8xMjIzOTAwNTA3MzlfMl8z_Bb136448ec76333a69a71e0014ae2281f.jpg?tag=1-1744982193-xpcwebsearch-0-mfxeg06hsf-69533492af12727f&c,https://v2.kwaicdn.com/ksc2/dbyiDbH1g6O6TaLVy2VSylOzyD8goUwdQ47QKmYU1VAzOJrYic64_sse0JPEdCYiJP4VeGSi58SX8E7SgMcIQccvSfVJ4twkxLOOCT5KXpOgTUWDtJo2EMIaYEMq8IcVDWWW8TYB-eTPXFwt_QMbnK0wiXJAvWGB6RNezmgwZes5,CAT_222,66,32,52.4,53539
https://www.kuaishou.com/short-video/3xaqrebcj72eh7k,@海鸟短剧(O3xqwmsgy7tyevjc) 的精彩视频,https://p1.a.yximgs.com/upic/2025/04/14/10/BMjAyNTA0MTQxMDIyMzJfNDA1NzkwMTQ0NF8xNjE3MjA2ODgxMTJfMF8z_Baad444de458de37dc5171b55fa0415e8.jpg?tag=1-1744604760-xpcwebsearch-0-qgo6dosygb-a4ca22de5789b0a3&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/14/10/BMjAyNTA0MTQxMDIyMzJfNDA1NzkwMTQ0NF8xNjE3MjA2ODgxMTJfMF8z_b_B594c365c8bdb5776c2b07848f171e2f2.mp4?tag=1-1744604760-unknown-0-xqkdiiu4lc-47e8ac6028246b,CAT_222,68,29,52.4,8371
https://www.kuaishou.com/short-video/3xf6fsy5xx9qwp2,#配音 #鬼灭之刃 #动漫 @快手粉条(O3xhcy6vhfzcu3qe) @快手热点(O3xddgkd5fav5if9) @快手用户1733684182531(O3x8tieq2gk9hk2y) 鬼灭合集来了！,https://p1.a.yximgs.com/upic/2024/07/10/10/BMjAyNDA3MTAxMDUzMDNfNTQ3NzE0NjgxXzEzNzI3MTAxNzk0N18xXzM=_B3922f0978d80fc2aef1af37de964da96.jpg?tag=1-1744982234-xpcwebsearch-0-8hfqcunymm-c159be6b6b907087&c,https://v2-zj-scct.kwaicdn.com/upic/2024/07/10/10/BMjAyNDA3MTAxMDUzMDNfNTQ3NzE0NjgxXzEzNzI3MTAxNzk0N18xXzM=_b_Bf79cf3025f626adc3b9e559272843ce8.mp4?tag=1-1744982234-unknown-0-jdydmuvkvl-c4d8eaf8772c4b,CAT_222,69,25,51.4,53681
https://www.kuaishou.com/short-video/3xq7hpsjbk72dii,#旅行中的风景 #旅途中的我 #我的旅行故事 #我们公司旅行可以不,https://p1.a.yximgs.com/upic/2025/04/13/09/BMjAyNTA0MTMwOTE2NDlfMTI5Njk4MTgwOF8xNjE2MjIzOTMzNjJfMl8z_B1a6aefc6ec2b97dad1aefb6a8a89a5f0.jpg?tag=1-1744708205-xpcwebsearch-0-fiugh8ikj0-bcdd491f410a2de4&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/13/09/BMjAyNTA0MTMwOTE2NDlfMTI5Njk4MTgwOF8xNjE2MjIzOTMzNjJfMl8z_b_B0daf0d0431c472dc87907d17d76a7eaa.mp4?tag=1-1744708205-unknown-0-kvljdggeqz-9b5188b814bebd,CAT_222,64,32,51.2,32945
https://www.kuaishou.com/short-video/3xgq3nkyzfp6pqw,日常英语口语 英语日常口语 语言学习 零基础学英语,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xgq3nkyzfp6pqw,CAT_222,67,26,50.6,48448
https://www.kuaishou.com/short-video/3xx3nstx9a99qe4,选择题万能通用口诀！让考试超简单！轻松拿高分～,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xx3nstx9a99qe4,CAT_222,65,28,50.2,62775
https://www.kuaishou.com/short-video/3xtjdgn5f8wb9eq,宿舍唱跳版恋爱告急来啦，哈哈 #鞠婧祎恋爱告急,https://p4.a.yximgs.com/upic/2023/03/12/14/BMjAyMzAzMTIxNDAxMzRfMTEyMTUyMTM0OF85ODA1NTIwNTQ5Ml8xXzM=_B2d200bceb20d030d731dd8bb64cb99c1.jpg?tag=1-1744604763-xpcwebsearch-0-1nbk7aaxng-4ff8609bfd304c63&c,https://v2-zj-scct.kwaicdn.com/upic/2023/03/12/14/BMjAyMzAzMTIxNDAxMzRfMTEyMTUyMTM0OF85ODA1NTIwNTQ5Ml8xXzM=_b_B1d7400452cc9947c4ffb73ab53f9fe09.mp4?tag=1-1744604763-unknown-0-yo9f40bawo-64a7777a384a84,CAT_222,66,26,50.0,8385
https://www.kuaishou.com/short-video/3xdma9p36rayaai,那边的朋友 让我听到你们的声音！,https://p2.a.yximgs.com/upic/2019/09/21/18/BMjAxOTA5MjExODEyMjhfMzY1NzgyOV8xNzcwNzk4MjY5NF8xXzM=_Ba6d8a59e8421278458d37a5a8ac68fc9.jpg?tag=1-1744604766-xpcwebsearch-0-kwsifufk5m-1082cfcdcf92e5f6&clien,https://v2-zj-scct.kwaicdn.com/upic/2019/09/21/18/BMjAxOTA5MjExODEyMjhfMzY1NzgyOV8xNzcwNzk4MjY5NF8xXzM=_b_Bab9db6105fd6193d3d206146f0c4e950.mp4?tag=1-1744604766-unknown-0-ipkzi9xef6-3d91465b7db6f08f&p,CAT_222,63,30,49.8,8401
https://www.kuaishou.com/short-video/3xeyamtcnbwzu7g,#旅途中的我 #我的旅行故事 #旅行中的风景,https://p1.a.yximgs.com/upic/2025/02/02/09/BMjAyNTAyMDIwOTQxNTdfMTQwNDcyNjM1OV8xNTU3MTgwMzU4MDFfMl8z_B8ae7d90041e2ef13677dd7bd5ae43e07.jpg?tag=1-1744708209-xpcwebsearch-0-pms6l6gisn-9b62b972f6e55934&c,https://v2-zj-scct.kwaicdn.com/upic/2025/02/02/09/BMjAyNTAyMDIwOTQxNTdfMTQwNDcyNjM1OV8xNTU3MTgwMzU4MDFfMl8z_b_B3157e2eccd5fa8080c383f6997d1dbcd.mp4?tag=1-1744708209-unknown-0-jht7qsg2zh-98fa4c23431174,CAT_222,66,25,49.6,32968
https://www.kuaishou.com/short-video/3xsmq454fh53r86,自编自跳 小哥真行,https://p1.a.yximgs.com/upic/2025/04/12/20/BMjAyNTA0MTIyMDQ5NDJfNDEwNDYxODkzXzE2MTU4NjMzOTcwM18yXzM=_Ba2b60c5c0dce0e67249cfb8cf95de989.jpg?tag=1-1744604763-xpcwebsearch-0-lfzwsa6axc-360a146b4b8cf301&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/12/20/BMjAyNTA0MTIyMDQ5NDJfNDEwNDYxODkzXzE2MTU4NjMzOTcwM18yXzM=_b_Bec3e2237a35d78f0bc9d2d037f1be414.mp4?tag=1-1744604763-unknown-0-uvyskzvkde-6ede728b4c99b2,CAT_222,62,31,49.6,8391
https://www.kuaishou.com/short-video/3xfda232q98ik2e,后面直接唱错了😓,https://p3.a.yximgs.com/upic/2025/04/13/22/BMjAyNTA0MTMyMjUzMDdfMTc3Nzk5ODE1OV8xNjE2OTc2Nzc1NDZfMl8z_ccc_Bd9090c71b72927b112a280afe1b8d5cb.jpg?tag=1-1744604763-xpcwebsearch-0-pfosb4jrqy-6572e2e3961291,https://v2-zj-scct.kwaicdn.com/upic/2025/04/13/22/BMjAyNTA0MTMyMjUzMDdfMTc3Nzk5ODE1OV8xNjE2OTc2Nzc1NDZfMl8z_b_B60db71254896399c32956a6897b90194.mp4?tag=1-1744604763-unknown-0-napogvseni-11f7e5a5f7d4a0,CAT_222,62,31,49.6,8392
https://www.kuaishou.com/short-video/3xf4tb43wqv2j5u,为新家添置的每一件单品都是我精心挑选的，装修新家耗尽了我所有的心思，在自己能力范围之内想把所有喜欢的东西都买回来放在我的新家，或许这是对理想生活的一种期待。,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xf4tb43wqv2j5u,CAT_222,61,32,49.4,48599
https://www.kuaishou.com/short-video/3xqf935xtxi346u,香薰,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xqf935xtxi346u,CAT_222,64,27,49.2,48592
https://www.kuaishou.com/short-video/3xmqaqgdpbxgud9,如何练习深蹲 这几个动作要领你记住了吗？ #健身,https://p1.a.yximgs.com/upic/2019/12/12/11/BMjAxOTEyMTIxMTQ3MDlfMTYxNjM2NjU1NV8yMDQyNDY3NjM3NV8yXzM=_B16607a17558210829eef5119c27c93cc.jpg?tag=1-1744983441-xpcwebsearch-0-rceypsdjzy-7d07e82fc5de2012&c,https://v2-zj-scct.kwaicdn.com/upic/2019/12/12/11/BMjAxOTEyMTIxMTQ3MDlfMTYxNjM2NjU1NV8yMDQyNDY3NjM3NV8yXzM=_b_B084f9e2ac83fce7353c31bc56e26148a.mp4?tag=1-1744983441-unknown-0-frtgedubyk-a0859e59cd1678,CAT_222,60,33,49.2,57664
https://www.kuaishou.com/short-video/3xdcpkigm4t5i2k,@红寺堡婉居软装(O3xhhjefkwte7sus) 的精彩视频,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xdcpkigm4t5i2k,CAT_222,64,27,49.2,48604
https://www.kuaishou.com/short-video/3xmgpprd3xg7d3i,感情出现裂痕后还可以复原吗 #治愈系动画 #情侣日常 #内容启发分享计划,https://p1.a.yximgs.com/upic/2025/03/18/18/BMjAyNTAzMTgxODAxNTRfMjgxODU4NjM5MF8xNTk1NDcwNTYzMjdfMV8z_ccc_B45b9e81b915e85a74d4cb4d8104ca9f3.jpg?tag=1-1744982200-xpcwebsearch-0-lnfgp8wvyv-287ec598d4f66c,https://v2.kwaicdn.com/ksc2/X2Ubn3lxGgH5VNKYrKy4lK4E1UHB6vDFqXZx84cJuTPvk93tVqxbgKG-Ry9qc94iR34rGHm5NTQXR4DhwXKzQ0HytA8vQ9_erRm21or4x9F1z0Y7iJ6dZpShzNNgMoNOyPtfzl-wPNoMki6Ds88j05CCVPJTiYlXRba0povXIRBY,CAT_222,58,35,48.8,53578
https://www.kuaishou.com/short-video/3xi4myzcks5apzg,初高中学习资料分享 学霸秘籍 高分秘籍,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xi4myzcks5apzg,CAT_222,64,26,48.8,19229
https://www.kuaishou.com/short-video/3xb6tdt9gq27nms,#旅途中的我 #旅行中的风景 #我的旅行故事 #出来放风,https://p2.a.yximgs.com/upic/2025/04/10/17/BMjAyNTA0MTAxNzQ3MTRfNDE0MDM2MzI2XzE2MTM4OTUyMzQxM18yXzM=_B5c22fc4723d46beba1e800d611dc4c7b.jpg?tag=1-1744708209-xpcwebsearch-0-urmsg5wffd-c81dd78aa28ea823&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/10/17/BMjAyNTA0MTAxNzQ3MTRfNDE0MDM2MzI2XzE2MTM4OTUyMzQxM18yXzM=_b_B28ec1de5e615875880ea5101076e83ba.mp4?tag=1-1744708209-unknown-0-npn8b7sjcu-85714e9cd11a3b,CAT_222,60,29,47.6,32978
https://www.kuaishou.com/short-video/3xgxathughhjgce,#旅途中的我 #我的旅行故事 #旅行中的风景,https://p5.a.yximgs.com/upic/2025/04/13/07/BMjAyNTA0MTMwNzQ3NDhfODAyMTYxNzMxXzE2MTYxNzEwNzEyMV8yXzM=_Bf906746386a9c5df34c6133a7bf3d988.jpg?tag=1-1744708209-xpcwebsearch-0-nnif1eviaw-094c06fb953e2b3d&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/13/07/BMjAyNTA0MTMwNzQ3NDhfODAyMTYxNzMxXzE2MTYxNzEwNzEyMV8yXzM=_b_B480694113e9097b4d83e09adc326c8b6.mp4?tag=1-1744708209-unknown-0-gx34yalzuj-76cd8ebb2b44a8,CAT_222,63,24,47.4,32965
https://www.kuaishou.com/short-video/3xugxqw2nyary7u,英语口语练习 英语听力 英语日常口语 语言学习 零基础学英语,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xugxqw2nyary7u,CAT_222,58,28,46.0,48455
https://www.kuaishou.com/short-video/3x6azr64j6jwur6,请你忘掉我的模样 ， 新雨摇舞蹈挑战 怎么唱情歌变妆挑战 😭,https://p3.a.yximgs.com/upic/2025/04/13/18/BMjAyNTA0MTMxODExMDlfOTUxNzMwNTUxXzE2MTY3MDIwNTE5MF8yXzM=_ccc_Bf120d31a0ea7a64c02e9ca6517c03bcc.jpg?tag=1-1744604766-xpcwebsearch-0-jvyphkommn-0069a2a1d59ade,https://v2-zj-scct.kwaicdn.com/upic/2025/04/13/18/BMjAyNTA0MTMxODExMDlfOTUxNzMwNTUxXzE2MTY3MDIwNTE5MF8yXzM=_b_Bc0d1ca75e0b67ef33a1e06d4ac6dbe68.mp4?tag=1-1744604766-unknown-0-nysx41kj8k-8a23c4af627306,CAT_222,65,17,45.8,8407
https://www.kuaishou.com/short-video/3xe5uiiphmdtiii,踩雷之后留下的家庭版健身好物！ #健身器材#减脂健身,https://p2.a.yximgs.com/upic/2024/06/17/17/BMjAyNDA2MTcxNzMyMzVfMTg5MzYwMjExNl8xMzUyMzY1NDg4OTRfMF8z_ccc_Bffe72b6eccc211896493a8cc0b9d4ac4.jpg?tag=1-1744983268-xpcwebsearch-0-apir0xgwtu-e15faf07bb5016,https://v2-zj-scct.kwaicdn.com/upic/2024/06/17/17/BMjAyNDA2MTcxNzMyMzVfMTg5MzYwMjExNl8xMzUyMzY1NDg4OTRfMF8z_b_B95670287a2f034d45ff43fec7df6f8cc.mp4?tag=1-1744983268-unknown-0-0ooa1pgpkx-882ec6a13cb1de,CAT_137,38,18,30.0,57045
https://www.kuaishou.com/short-video/3xzn95hbtejift9,摄影眼大挑战，如何构图才能拍出氛围感和故事感#自然风景手机随拍 #摄影技巧#培养摄影眼#摄影构图技巧,https://p4.a.yximgs.com/upic/2025/04/01/20/BMjAyNTA0MDEyMDE2MDlfMTcyNTQ1OTAxOF8xNjA2NjE3MDkwNDRfMF8z_ccc_B0350762625d3dd72bb2ceead12794224.jpg?tag=1-1744605003-xpcwebsearch-0-uhf8vxwfg8-ee4e1616a6ac0b,https://v2-zj-scct.kwaicdn.com/upic/2025/04/01/20/BMjAyNTA0MDEyMDE2MDlfMTcyNTQ1OTAxOF8xNjA2NjE3MDkwNDRfMF8z_b_B685ee045450e302602822e796f7903f7.mp4?tag=1-1744605003-unknown-0-klb9noqivk-caa8b187463a05,CAT_047,37,18,29.4,10987
https://www.kuaishou.com/short-video/3x6676fwivrqq2y,盘点沙雕农村搞笑视频 #农村搞笑视频逗乐每一天 #纯属搞笑让大家乐一乐 #老爷们儿是不是这样的呢 幽默搞笑农村人分享快乐生活每一天,https://p1.a.yximgs.com/upic/2024/08/30/07/BMjAyNDA4MzAwNzQ5MzVfNDYzMzc1OTA1XzE0MjI2MTE5OTEwOF8yXzM=_Bb9881efb4f2b49514f166db4220601e3.jpg?tag=1-1744603431-xpcwebsearch-0-i2klbpnogu-269b574112b49fba&c,https://v2-zj-scct.kwaicdn.com/upic/2024/08/30/07/BMjAyNDA4MzAwNzQ5MzVfNDYzMzc1OTA1XzE0MjI2MTE5OTEwOF8yXzM=_b_Bebae988a3056b022a6853c7eb72eb661.mp4?tag=1-1744603431-unknown-0-a1dy3bk9ge-275f089b7ad7ac,CAT_077,36,19,29.2,12712
https://www.kuaishou.com/short-video/3x8srqdiuzjpw6w,“只有狗狗不在乎你在外面混的好或坏，当它见到你的时候，开心的像个孩子” #可爱狗 #修勾 #久别重逢,https://p4.a.yximgs.com/upic/2025/01/07/08/BMjAyNTAxMDcwODA4MDZfMTE4MjIzMjFfMTUzMjcxMzM4OTM0XzJfMw==_B5845f223b09f30056946b0adad142cf5.jpg?tag=1-1744709113-xpcwebsearch-0-katndc5w9i-89f15b79315ac29c&c,https://v2-zj-scct.kwaicdn.com/upic/2025/01/07/08/BMjAyNTAxMDcwODA4MDZfMTE4MjIzMjFfMTUzMjcxMzM4OTM0XzJfMw==_b_Bee5cb7ecfd780fcb97d2328a7fa503b7.mp4?tag=1-1744709113-unknown-0-qxwlat5dwv-b0bb3cdacc0c07,CAT_153,35,20,29.0,35783
https://www.kuaishou.com/short-video/3x2pqhunt5ffxa4,#爱合拍 #合拍同框 #小动物叫声,https://p2.a.yximgs.com/upic/2024/04/15/20/BMjAyNDA0MTUyMDI0NDNfMjcxNzk5MDgxMF8xMjk5NDYwNzg5NTdfMV8z_Be8fc559dcb8ff6e4639d54d53f3e719f.jpg?tag=1-1744709299-xpcwebsearch-0-c3xmg9ydaj-54517774687f7e68&c,https://v2-zj-scct.kwaicdn.com/upic/2024/04/15/20/BMjAyNDA0MTUyMDI0NDNfMjcxNzk5MDgxMF8xMjk5NDYwNzg5NTdfMV8z_b_Bbe0b964691d1b2e6de450fca85ba46d7.mp4?tag=1-1744709299-unknown-0-zlzqtbyrvf-a21e176df7f3aa,CAT_147,36,18,28.8,36314
https://www.kuaishou.com/short-video/3xya5u37jfmq42k,厨房防潮没做好，到处发霉湿哒哒！这几个防潮小技巧 ，一个都不能少！【厨房防水层】地面全防水墙面要做30cm高水槽区域要做到水龙头往上10cm的高度❗【台盆】选台下盆，再搭配抽卡水龙头日常清扫hin方便【注意❗】很多宝宝会担心台下盆会掉，但是现在技术很发达啦，金牌刚拿到了『台盆下扣技术』的专利，台盆上站人都没关系~【挡水条】说过hin多遍~一定一定，要做挡水条前挡水5mm，后挡水4cm高度【水槽柜】底板单单用铝箔纸包覆是不够的🏻底板的材料可以用雪弗板（雪弗板是运用在轮船底部的材料）水槽柜四周可以用不锈钢板，更加防水防潮！【踢脚线】一般做10-15cm，更好地保护柜体呀！,https://p2.a.yximgs.com/upic/2021/06/15/15/BMjAyMTA2MTUxNTE2MDhfMTE4MDQ0MDE0NF81MTQ2MjYzODU3NF8wXzM=_Be838695e79ffd91a7b0882503ed83da7.jpg?tag=1-1744705497-xpcwebsearch-0-gky7ganh5g-ebb9d5d829341bb3&c,https://v2.kwaicdn.com/ksc2/9w4LKArZmzurBkkDVr-dz7LOeWJk8z2PD3ld6eFfeWST2MKXFN1MIBdN0mLx3wKiomcLvNNvGuI1HDV4U0ZMpOc54jvniTxbob46x5lNLutDT2k7E5VQ_TL920o_j4SaBAQ0HieTkSpNTOH4lwmTIEPdRAJfTaH56-_WEYBeqIMF,CAT_137,35,19,28.6,24679
https://www.kuaishou.com/short-video/3xmw9666k626e5e,#婚纱照 #变装 #氛围感,https://p1.a.yximgs.com/upic/2025/01/10/22/BMjAyNTAxMTAyMjAyMzlfMTEzMTU0NzcxM18xNTM1Njk2MTY1OThfMV8z_B415371d90fa438a61e28150ff4dcf144.jpg?tag=1-1744708265-xpcwebsearch-0-dng395jwce-6f3a5a8a5a3c1a0d&c,https://v2-zj-scct.kwaicdn.com/upic/2025/01/10/22/BMjAyNTAxMTAyMjAyMzlfMTEzMTU0NzcxM18xNTM1Njk2MTY1OThfMV8z_b_B203d0f6ba567bf4b3d3f738b6e2729fc.mp4?tag=1-1744708265-unknown-0-ovypvjex1u-01741aead9e6c3,CAT_045,35,19,28.6,33247
https://www.kuaishou.com/short-video/3xh8fra5pxjhjtk,这右眼跳得好啊～,https://picsum.photos/300/80?random,https://www.kuaishou.com/short-video/3xh8fra5pxjhjtk,CAT_131,35,18,28.2,18486
https://www.kuaishou.com/short-video/3xdkja5nrufzbwc,#一个人的夜晚 #深夜的孤独 #情绪释放,https://p5.a.yximgs.com/upic/2024/11/20/02/BMjAyNDExMjAwMjI3NThfMjEyNjEyMzIxM18xNDkwNjYxNzg3OTVfMl8z_Ba597b96f3ca119e9afca41ae48f0abb0.jpg?tag=1-1744983561-xpcwebsearch-0-wjejbbvqoj-c7a7cd39180d2d28&c,https://v2-zj-scct.kwaicdn.com/upic/2024/11/20/02/BMjAyNDExMjAwMjI3NThfMjEyNjEyMzIxM18xNDkwNjYxNzg3OTVfMl8z_b_Ba9fe42195af813c4123c99bd3536a0b9.mp4?tag=1-1744983561-unknown-0-0qtrki3mrj-57b17740786d07,CAT_210,35,18,28.2,58065
https://www.kuaishou.com/short-video/3xccyeg9izdshf4,#爆款选题创作计划,https://p2.a.yximgs.com/upic/2025/04/15/14/BMjAyNTA0MTUxNDU4NDhfMjA5NzkwMDYyNF8xNjE4MDY0MDkzNTNfMV8z_B5373e51b126e18b348f5b322fe412eb8.jpg?tag=1-1744703102-xpcwebsearch-0-m6glxnqdzk-ca1aa2d122906c94&c,https://v2-zj-scct.kwaicdn.com/upic/2025/04/15/14/BMjAyNTA0MTUxNDU4NDhfMjA5NzkwMDYyNF8xNjE4MDY0MDkzNTNfMV8z_b_B0aa6ddeacb276d2ca24024664b30e730.mp4?tag=1-1744703102-unknown-0-qkjrepebat-acc4d92a6b0373,CAT_092,35,18,28.2,34396
https://www.kuaishou.com/short-video/3x39w8zn4dgxe6s,家庭养的花卉绿植如何做到正确浇水呢？今天就教大家~ #分享养花知识 #花卉绿植 #养花达人 @快手服务号(O3xb7u4siymccsza) @快手平台帐号(O3xa3cpv8sghbu8m),https://p4.a.yximgs.com/upic/2021/09/23/17/BMjAyMTA5MjMxNzAzMDVfMjM0NDE5NDA4Ml81NzcxNDA1ODc1OF8wXzM=_B03becc9f61a7c6507eebd00c6a47475a.jpg?tag=1-1744604721-xpcwebsearch-0-ieedyld2ne-b3f88af588f8745e&c,https://v2-zj-scct.kwaicdn.com/upic/2021/09/23/17/BMjAyMTA5MjMxNzAzMDVfMjM0NDE5NDA4Ml81NzcxNDA1ODc1OF8wXzM=_b_B1ef7eca9daabc22132105874236203be.mp4?tag=1-1744604721-unknown-0-0vqhfyvvmd-912c5b9f0ef00c,CAT_123,37,15,28.2,9276
